Year,GEO,Income concept,Economic family type,GINI
1977,Canada,Market income,"Female lone-parent families, two or more earners",0.369
1977,Canada,Market income,Other non-elderly families,0.384
1977,Canada,Market income,Unattached individuals,0.546
1977,Canada,Market income,Elderly males,0.754
1977,Canada,Market income,"Elderly males, non-earner",0.756
1977,Canada,Market income,"Elderly males, earner",0.581
1977,Canada,Market income,Elderly females,0.748
1977,Canada,Market income,"Elderly females, non-earner",0.764
1977,Canada,Market income,"Elderly females, earner",0.527
1977,Canada,Market income,Non-elderly males,0.429
1977,Canada,Market income,"Non-elderly males, non-earner",0.88
1977,Canada,Market income,"Non-elderly males, earner",0.366
1977,Canada,Market income,Non-elderly females,0.469
1977,Canada,Market income,"Non-elderly females, non-earner",0.855
1977,Canada,Market income,"Non-elderly females, earner",0.363
1977,Canada,Total income,All family units,0.379
1977,Canada,Total income,"Economic families, two persons or more",0.317
1977,Canada,Total income,Elderly families,0.388
1977,Canada,Total income,Elderly married couples,0.371
1977,Canada,Total income,Other elderly families,0.349
1977,Canada,Total income,Non-elderly families,0.296
1977,Canada,Total income,Married couples,0.283
1977,Canada,Total income,"Married couples, no earners",0.387
1977,Canada,Total income,"Married couples, one earner",0.302
1977,Canada,Total income,"Married couples, two earners",0.232
1977,Canada,Total income,Two-parent families with children,0.273
1977,Canada,Total income,"Two-parent families with children, no earners",0.375
1977,Canada,Total income,"Two-parent families with children, one earner",0.271
1977,Canada,Total income,"Two-parent families with children, two earners",0.231
1977,Canada,Total income,"Two-parent families with children, three or more earners",0.228
1977,Canada,Total income,Married couples with other relatives,0.258
1977,Canada,Total income,Lone-parent families,0.403
1977,Canada,Total income,Male lone-parent families,0.276
1977,Canada,Total income,Female lone-parent families,0.406
1977,Canada,Total income,"Female lone-parent families, no earners",0.305
1977,Canada,Total income,"Female lone-parent families, one earner",0.329
1977,Canada,Total income,"Female lone-parent families, two or more earners",0.313
1977,Canada,Total income,Other non-elderly families,0.33
1977,Canada,Total income,Unattached individuals,0.433
1977,Canada,Total income,Elderly males,0.374
1977,Canada,Total income,"Elderly males, non-earner",0.294
1977,Canada,Total income,"Elderly males, earner",0.424
1977,Canada,Total income,Elderly females,0.372
1977,Canada,Total income,"Elderly females, non-earner",0.332
1977,Canada,Total income,"Elderly females, earner",0.404
1977,Canada,Total income,Non-elderly males,0.387
1977,Canada,Total income,"Non-elderly males, non-earner",0.449
1977,Canada,Total income,"Non-elderly males, earner",0.344
1977,Canada,Total income,Non-elderly females,0.415
1977,Canada,Total income,"Non-elderly females, non-earner",0.552
1977,Canada,Total income,"Non-elderly females, earner",0.344
1977,Canada,After-tax income,All family units,0.353
1977,Canada,After-tax income,"Economic families, two persons or more",0.29
1977,Canada,After-tax income,Elderly families,0.353
1977,Canada,After-tax income,Elderly married couples,0.336
1977,Canada,After-tax income,Other elderly families,0.318
1977,Canada,After-tax income,Non-elderly families,0.271
1977,Canada,After-tax income,Married couples,0.255
1977,Canada,After-tax income,"Married couples, no earners",0.368
1977,Canada,After-tax income,"Married couples, one earner",0.266
1977,Canada,After-tax income,"Married couples, two earners",0.207
1977,Canada,After-tax income,Two-parent families with children,0.249
1977,Canada,After-tax income,"Two-parent families with children, no earners",0.374
1977,Canada,After-tax income,"Two-parent families with children, one earner",0.235
1977,Canada,After-tax income,"Two-parent families with children, two earners",0.204
1977,Canada,After-tax income,"Two-parent families with children, three or more earners",0.204
1977,Canada,After-tax income,Married couples with other relatives,0.237
1977,Canada,After-tax income,Lone-parent families,0.376
1977,Canada,After-tax income,Male lone-parent families,0.259
1977,Canada,After-tax income,Female lone-parent families,0.379
1977,Canada,After-tax income,"Female lone-parent families, no earners",0.301
1977,Canada,After-tax income,"Female lone-parent families, one earner",0.296
1977,Canada,After-tax income,"Female lone-parent families, two or more earners",0.292
1977,Canada,After-tax income,Other non-elderly families,0.305
1977,Canada,After-tax income,Unattached individuals,0.394
1977,Canada,After-tax income,Elderly males,0.341
1977,Canada,After-tax income,"Elderly males, non-earner",0.277
1977,Canada,After-tax income,"Elderly males, earner",0.372
1977,Canada,After-tax income,Elderly females,0.344
1977,Canada,After-tax income,"Elderly females, non-earner",0.314
1977,Canada,After-tax income,"Elderly females, earner",0.346
1977,Canada,After-tax income,Non-elderly males,0.353
1977,Canada,After-tax income,"Non-elderly males, non-earner",0.437
1977,Canada,After-tax income,"Non-elderly males, earner",0.311
1977,Canada,After-tax income,Non-elderly females,0.385
1977,Canada,After-tax income,"Non-elderly females, non-earner",0.532
1977,Canada,After-tax income,"Non-elderly females, earner",0.314
1978,Canada,Market income,All family units,0.44
1978,Canada,Market income,"Economic families, two persons or more",0.374
1978,Canada,Market income,Elderly families,0.61
1978,Canada,Market income,Elderly married couples,0.641
1978,Canada,Market income,Other elderly families,0.536
1978,Canada,Market income,Non-elderly families,0.335
1978,Canada,Market income,Married couples,0.33
1978,Canada,Market income,"Married couples, no earners",0.691
1978,Canada,Market income,"Married couples, one earner",0.362
1978,Canada,Market income,"Married couples, two earners",0.265
1978,Canada,Market income,Two-parent families with children,0.299
1978,Canada,Market income,"Two-parent families with children, no earners",0.91
1978,Canada,Market income,"Two-parent families with children, one earner",0.307
1978,Canada,Market income,"Two-parent families with children, two earners",0.256
1978,Canada,Market income,"Two-parent families with children, three or more earners",0.252
1978,Canada,Market income,Married couples with other relatives,0.295
1978,Canada,Market income,Lone-parent families,0.544
1978,Canada,Market income,Male lone-parent families,0.307
1978,Canada,Market income,Female lone-parent families,0.567
1978,Canada,Market income,"Female lone-parent families, no earners",0.891
1978,Canada,Market income,"Female lone-parent families, one earner",0.431
1978,Canada,Market income,"Female lone-parent families, two or more earners",0.349
1978,Canada,Market income,Other non-elderly families,0.395
1978,Canada,Market income,Unattached individuals,0.546
1978,Canada,Market income,Elderly males,0.693
1978,Canada,Market income,"Elderly males, non-earner",0.723
1978,Canada,Market income,"Elderly males, earner",0.505
1978,Canada,Market income,Elderly females,0.702
1978,Canada,Market income,"Elderly females, non-earner",0.743
1978,Canada,Market income,"Elderly females, earner",0.376
1978,Canada,Market income,Non-elderly males,0.448
1978,Canada,Market income,"Non-elderly males, non-earner",0.897
1978,Canada,Market income,"Non-elderly males, earner",0.387
1978,Canada,Market income,Non-elderly females,0.469
1978,Canada,Market income,"Non-elderly females, non-earner",0.853
1978,Canada,Market income,"Non-elderly females, earner",0.358
1978,Canada,Total income,All family units,0.384
1978,Canada,Total income,"Economic families, two persons or more",0.322
1978,Canada,Total income,Elderly families,0.399
1978,Canada,Total income,Elderly married couples,0.375
1978,Canada,Total income,Other elderly families,0.389
1978,Canada,Total income,Non-elderly families,0.303
1978,Canada,Total income,Married couples,0.305
1978,Canada,Total income,"Married couples, no earners",0.411
1978,Canada,Total income,"Married couples, one earner",0.33
1978,Canada,Total income,"Married couples, two earners",0.252
1978,Canada,Total income,Two-parent families with children,0.272
1978,Canada,Total income,"Two-parent families with children, no earners",0.356
1978,Canada,Total income,"Two-parent families with children, one earner",0.272
1978,Canada,Total income,"Two-parent families with children, two earners",0.233
1978,Canada,Total income,"Two-parent families with children, three or more earners",0.234
1978,Canada,Total income,Married couples with other relatives,0.272
1978,Canada,Total income,Lone-parent families,0.389
1978,Canada,Total income,Male lone-parent families,0.276
1978,Canada,Total income,Female lone-parent families,0.386
1978,Canada,Total income,"Female lone-parent families, no earners",0.332
1978,Canada,Total income,"Female lone-parent families, one earner",0.311
1978,Canada,Total income,"Female lone-parent families, two or more earners",0.272
1978,Canada,Total income,Other non-elderly families,0.337
1978,Canada,Total income,Unattached individuals,0.434
1978,Canada,Total income,Elderly males,0.362
1978,Canada,Total income,"Elderly males, non-earner",0.305
1978,Canada,Total income,"Elderly males, earner",0.371
1978,Canada,Total income,Elderly females,0.371
1978,Canada,Total income,"Elderly females, non-earner",0.366
1978,Canada,Total income,"Elderly females, earner",0.261
1978,Canada,Total income,Non-elderly males,0.407
1978,Canada,Total income,"Non-elderly males, non-earner",0.511
1978,Canada,Total income,"Non-elderly males, earner",0.365
1978,Canada,Total income,Non-elderly females,0.414
1978,Canada,Total income,"Non-elderly females, non-earner",0.579
1978,Canada,Total income,"Non-elderly females, earner",0.339
1978,Canada,After-tax income,All family units,0.357
1978,Canada,After-tax income,"Economic families, two persons or more",0.293
1978,Canada,After-tax income,Elderly families,0.363
1978,Canada,After-tax income,Elderly married couples,0.335
1978,Canada,After-tax income,Other elderly families,0.359
1978,Canada,After-tax income,Non-elderly families,0.276
1978,Canada,After-tax income,Married couples,0.272
1978,Canada,After-tax income,"Married couples, no earners",0.373
1978,Canada,After-tax income,"Married couples, one earner",0.287
1978,Canada,After-tax income,"Married couples, two earners",0.221
1978,Canada,After-tax income,Two-parent families with children,0.247
1978,Canada,After-tax income,"Two-parent families with children, no earners",0.336
1978,Canada,After-tax income,"Two-parent families with children, one earner",0.234
1978,Canada,After-tax income,"Two-parent families with children, two earners",0.206
1978,Canada,After-tax income,"Two-parent families with children, three or more earners",0.212
1978,Canada,After-tax income,Married couples with other relatives,0.25
1978,Canada,After-tax income,Lone-parent families,0.36
1978,Canada,After-tax income,Male lone-parent families,0.253
1978,Canada,After-tax income,Female lone-parent families,0.361
1978,Canada,After-tax income,"Female lone-parent families, no earners",0.322
1978,Canada,After-tax income,"Female lone-parent families, one earner",0.279
1978,Canada,After-tax income,"Female lone-parent families, two or more earners",0.254
1978,Canada,After-tax income,Other non-elderly families,0.306
1978,Canada,After-tax income,Unattached individuals,0.398
1978,Canada,After-tax income,Elderly males,0.331
1978,Canada,After-tax income,"Elderly males, non-earner",0.287
1978,Canada,After-tax income,"Elderly males, earner",0.324
1978,Canada,After-tax income,Elderly females,0.351
1978,Canada,After-tax income,"Elderly females, non-earner",0.346
1978,Canada,After-tax income,"Elderly females, earner",0.241
1978,Canada,After-tax income,Non-elderly males,0.379
1978,Canada,After-tax income,"Non-elderly males, non-earner",0.493
1978,Canada,After-tax income,"Non-elderly males, earner",0.338
1978,Canada,After-tax income,Non-elderly females,0.384
1978,Canada,After-tax income,"Non-elderly females, non-earner",0.556
1978,Canada,After-tax income,"Non-elderly females, earner",0.309
1979,Canada,Market income,All family units,0.433
1979,Canada,Market income,"Economic families, two persons or more",0.367
1979,Canada,Market income,Elderly families,0.581
1979,Canada,Market income,Elderly married couples,0.625
1979,Canada,Market income,Other elderly families,0.479
1979,Canada,Market income,Non-elderly families,0.33
1979,Canada,Market income,Married couples,0.313
1979,Canada,Market income,"Married couples, no earners",0.745
1979,Canada,Market income,"Married couples, one earner",0.347
1979,Canada,Market income,"Married couples, two earners",0.256
1979,Canada,Market income,Two-parent families with children,0.296
1979,Canada,Market income,"Two-parent families with children, no earners",0.889
1979,Canada,Market income,"Two-parent families with children, one earner",0.3
1979,Canada,Market income,"Two-parent families with children, two earners",0.252
1979,Canada,Market income,"Two-parent families with children, three or more earners",0.242
1979,Canada,Market income,Married couples with other relatives,0.293
1979,Canada,Market income,Lone-parent families,0.547
1979,Canada,Market income,Male lone-parent families,0.319
1979,Canada,Market income,Female lone-parent families,0.571
1979,Canada,Market income,"Female lone-parent families, no earners",0.94
1979,Canada,Market income,"Female lone-parent families, one earner",0.444
1979,Canada,Market income,"Female lone-parent families, two or more earners",0.339
1979,Canada,Market income,Other non-elderly families,0.4
1979,Canada,Market income,Unattached individuals,0.528
1979,Canada,Market income,Elderly males,0.728
1979,Canada,Market income,"Elderly males, non-earner",0.767
1979,Canada,Market income,"Elderly males, earner",0.489
1979,Canada,Market income,Elderly females,0.735
1979,Canada,Market income,"Elderly females, non-earner",0.743
1979,Canada,Market income,"Elderly females, earner",0.562
1979,Canada,Market income,Non-elderly males,0.421
1979,Canada,Market income,"Non-elderly males, non-earner",0.896
1979,Canada,Market income,"Non-elderly males, earner",0.367
1979,Canada,Market income,Non-elderly females,0.442
1979,Canada,Market income,"Non-elderly females, non-earner",0.845
1979,Canada,Market income,"Non-elderly females, earner",0.349
1979,Canada,Total income,All family units,0.38
1979,Canada,Total income,"Economic families, two persons or more",0.319
1979,Canada,Total income,Elderly families,0.356
1979,Canada,Total income,Elderly married couples,0.34
1979,Canada,Total income,Other elderly families,0.333
1979,Canada,Total income,Non-elderly families,0.303
1979,Canada,Total income,Married couples,0.291
1979,Canada,Total income,"Married couples, no earners",0.442
1979,Canada,Total income,"Married couples, one earner",0.321
1979,Canada,Total income,"Married couples, two earners",0.245
1979,Canada,Total income,Two-parent families with children,0.275
1979,Canada,Total income,"Two-parent families with children, no earners",0.53
1979,Canada,Total income,"Two-parent families with children, one earner",0.273
1979,Canada,Total income,"Two-parent families with children, two earners",0.233
1979,Canada,Total income,"Two-parent families with children, three or more earners",0.227
1979,Canada,Total income,Married couples with other relatives,0.269
1979,Canada,Total income,Lone-parent families,0.413
1979,Canada,Total income,Male lone-parent families,0.289
1979,Canada,Total income,Female lone-parent families,0.41
1979,Canada,Total income,"Female lone-parent families, no earners",0.44
1979,Canada,Total income,"Female lone-parent families, one earner",0.329
1979,Canada,Total income,"Female lone-parent families, two or more earners",0.285
1979,Canada,Total income,Other non-elderly families,0.342
1979,Canada,Total income,Unattached individuals,0.417
1979,Canada,Total income,Elderly males,0.415
1979,Canada,Total income,"Elderly males, non-earner",0.38
1979,Canada,Total income,"Elderly males, earner",0.385
1979,Canada,Total income,Elderly females,0.329
1979,Canada,Total income,"Elderly females, non-earner",0.289
1979,Canada,Total income,"Elderly females, earner",0.39
1979,Canada,Total income,Non-elderly males,0.387
1979,Canada,Total income,"Non-elderly males, non-earner",0.497
1979,Canada,Total income,"Non-elderly males, earner",0.351
1979,Canada,Total income,Non-elderly females,0.394
1979,Canada,Total income,"Non-elderly females, non-earner",0.47
1979,Canada,Total income,"Non-elderly females, earner",0.335
1979,Canada,After-tax income,All family units,0.353
1979,Canada,After-tax income,"Economic families, two persons or more",0.292
1979,Canada,After-tax income,Elderly families,0.324
1979,Canada,After-tax income,Elderly married couples,0.305
1979,Canada,After-tax income,Other elderly families,0.307
1979,Canada,After-tax income,Non-elderly families,0.278
1979,Canada,After-tax income,Married couples,0.262
1979,Canada,After-tax income,"Married couples, no earners",0.412
1979,Canada,After-tax income,"Married couples, one earner",0.284
1979,Canada,After-tax income,"Married couples, two earners",0.219
1979,Canada,After-tax income,Two-parent families with children,0.252
1979,Canada,After-tax income,"Two-parent families with children, no earners",0.489
1979,Canada,After-tax income,"Two-parent families with children, one earner",0.237
1979,Canada,After-tax income,"Two-parent families with children, two earners",0.207
1979,Canada,After-tax income,"Two-parent families with children, three or more earners",0.207
1979,Canada,After-tax income,Married couples with other relatives,0.247
1979,Canada,After-tax income,Lone-parent families,0.382
1979,Canada,After-tax income,Male lone-parent families,0.267
1979,Canada,After-tax income,Female lone-parent families,0.383
1979,Canada,After-tax income,"Female lone-parent families, no earners",0.419
1979,Canada,After-tax income,"Female lone-parent families, one earner",0.298
1979,Canada,After-tax income,"Female lone-parent families, two or more earners",0.263
1979,Canada,After-tax income,Other non-elderly families,0.311
1979,Canada,After-tax income,Unattached individuals,0.376
1979,Canada,After-tax income,Elderly males,0.362
1979,Canada,After-tax income,"Elderly males, non-earner",0.327
1979,Canada,After-tax income,"Elderly males, earner",0.337
1979,Canada,After-tax income,Elderly females,0.297
1979,Canada,After-tax income,"Elderly females, non-earner",0.269
1979,Canada,After-tax income,"Elderly females, earner",0.323
1979,Canada,After-tax income,Non-elderly males,0.352
1979,Canada,After-tax income,"Non-elderly males, non-earner",0.474
1979,Canada,After-tax income,"Non-elderly males, earner",0.316
1979,Canada,After-tax income,Non-elderly females,0.365
1979,Canada,After-tax income,"Non-elderly females, non-earner",0.452
1979,Canada,After-tax income,"Non-elderly females, earner",0.307
1980,Canada,Market income,All family units,0.437
1980,Canada,Market income,"Economic families, two persons or more",0.371
1980,Canada,Market income,Elderly families,0.587
1980,Canada,Market income,Elderly married couples,0.614
1980,Canada,Market income,Other elderly families,0.506
1980,Canada,Market income,Non-elderly families,0.335
1980,Canada,Market income,Married couples,0.316
1980,Canada,Market income,"Married couples, no earners",0.633
1980,Canada,Market income,"Married couples, one earner",0.369
1980,Canada,Market income,"Married couples, two earners",0.257
1980,Canada,Market income,Two-parent families with children,0.298
1980,Canada,Market income,"Two-parent families with children, no earners",0.946
1980,Canada,Market income,"Two-parent families with children, one earner",0.296
1980,Canada,Market income,"Two-parent families with children, two earners",0.259
1980,Canada,Market income,"Two-parent families with children, three or more earners",0.254
1980,Canada,Market income,Married couples with other relatives,0.285
1980,Canada,Market income,Lone-parent families,0.538
1980,Canada,Market income,Male lone-parent families,0.401
1980,Canada,Market income,Female lone-parent families,0.548
1980,Canada,Market income,"Female lone-parent families, no earners",0.852
1980,Canada,Market income,"Female lone-parent families, one earner",0.426
1980,Canada,Market income,"Female lone-parent families, two or more earners",0.36
1980,Canada,Market income,Other non-elderly families,0.423
1980,Canada,Market income,Unattached individuals,0.526
1980,Canada,Market income,Elderly males,0.722
1980,Canada,Market income,"Elderly males, non-earner",0.717
1980,Canada,Market income,"Elderly males, earner",0.614
1980,Canada,Market income,Elderly females,0.702
1980,Canada,Market income,"Elderly females, non-earner",0.716
1980,Canada,Market income,"Elderly females, earner",0.492
1980,Canada,Market income,Non-elderly males,0.411
1980,Canada,Market income,"Non-elderly males, non-earner",0.936
1980,Canada,Market income,"Non-elderly males, earner",0.351
1980,Canada,Market income,Non-elderly females,0.452
1980,Canada,Market income,"Non-elderly females, non-earner",0.822
1980,Canada,Market income,"Non-elderly females, earner",0.37
1980,Canada,Total income,All family units,0.379
1980,Canada,Total income,"Economic families, two persons or more",0.318
1980,Canada,Total income,Elderly families,0.377
1980,Canada,Total income,Elderly married couples,0.356
1980,Canada,Total income,Other elderly families,0.367
1980,Canada,Total income,Non-elderly families,0.302
1980,Canada,Total income,Married couples,0.294
1980,Canada,Total income,"Married couples, no earners",0.429
1980,Canada,Total income,"Married couples, one earner",0.344
1980,Canada,Total income,"Married couples, two earners",0.244
1980,Canada,Total income,Two-parent families with children,0.268
1980,Canada,Total income,"Two-parent families with children, no earners",0.522
1980,Canada,Total income,"Two-parent families with children, one earner",0.259
1980,Canada,Total income,"Two-parent families with children, two earners",0.235
1980,Canada,Total income,"Two-parent families with children, three or more earners",0.233
1980,Canada,Total income,Married couples with other relatives,0.266
1980,Canada,Total income,Lone-parent families,0.393
1980,Canada,Total income,Male lone-parent families,0.335
1980,Canada,Total income,Female lone-parent families,0.389
1980,Canada,Total income,"Female lone-parent families, no earners",0.297
1980,Canada,Total income,"Female lone-parent families, one earner",0.321
1980,Canada,Total income,"Female lone-parent families, two or more earners",0.301
1980,Canada,Total income,Other non-elderly families,0.347
1980,Canada,Total income,Unattached individuals,0.408
1980,Canada,Total income,Elderly males,0.414
1980,Canada,Total income,"Elderly males, non-earner",0.341
1980,Canada,Total income,"Elderly males, earner",0.486
1980,Canada,Total income,Elderly females,0.321
1980,Canada,Total income,"Elderly females, non-earner",0.294
1980,Canada,Total income,"Elderly females, earner",0.361
1980,Canada,Total income,Non-elderly males,0.37
1980,Canada,Total income,"Non-elderly males, non-earner",0.588
1980,Canada,Total income,"Non-elderly males, earner",0.326
1980,Canada,Total income,Non-elderly females,0.404
1980,Canada,Total income,"Non-elderly females, non-earner",0.564
1980,Canada,Total income,"Non-elderly females, earner",0.348
1980,Canada,After-tax income,All family units,0.353
1980,Canada,After-tax income,"Economic families, two persons or more",0.291
1980,Canada,After-tax income,Elderly families,0.334
1980,Canada,After-tax income,Elderly married couples,0.312
1980,Canada,After-tax income,Other elderly families,0.332
1980,Canada,After-tax income,Non-elderly families,0.278
1980,Canada,After-tax income,Married couples,0.27
1980,Canada,After-tax income,"Married couples, no earners",0.4
1980,Canada,After-tax income,"Married couples, one earner",0.317
1980,Canada,After-tax income,"Married couples, two earners",0.222
1980,Canada,After-tax income,Two-parent families with children,0.246
1980,Canada,After-tax income,"Two-parent families with children, no earners",0.487
1980,Canada,After-tax income,"Two-parent families with children, one earner",0.226
1980,Canada,After-tax income,"Two-parent families with children, two earners",0.212
1980,Canada,After-tax income,"Two-parent families with children, three or more earners",0.209
1980,Canada,After-tax income,Married couples with other relatives,0.241
1980,Canada,After-tax income,Lone-parent families,0.365
1980,Canada,After-tax income,Male lone-parent families,0.305
1980,Canada,After-tax income,Female lone-parent families,0.365
1980,Canada,After-tax income,"Female lone-parent families, no earners",0.292
1980,Canada,After-tax income,"Female lone-parent families, one earner",0.299
1980,Canada,After-tax income,"Female lone-parent families, two or more earners",0.276
1980,Canada,After-tax income,Other non-elderly families,0.321
1980,Canada,After-tax income,Unattached individuals,0.369
1980,Canada,After-tax income,Elderly males,0.358
1980,Canada,After-tax income,"Elderly males, non-earner",0.314
1980,Canada,After-tax income,"Elderly males, earner",0.389
1980,Canada,After-tax income,Elderly females,0.295
1980,Canada,After-tax income,"Elderly females, non-earner",0.273
1980,Canada,After-tax income,"Elderly females, earner",0.331
1980,Canada,After-tax income,Non-elderly males,0.34
1980,Canada,After-tax income,"Non-elderly males, non-earner",0.565
1980,Canada,After-tax income,"Non-elderly males, earner",0.296
1980,Canada,After-tax income,Non-elderly females,0.374
1980,Canada,After-tax income,"Non-elderly females, non-earner",0.547
